iter	Passed	Remaining
812	4153	3433
813	4160	3429
814	4165	3424
815	4169	3418
816	4175	3413
817	4181	3409
818	4186	3404
819	4191	3399
820	4196	3394
821	4202	3389
822	4208	3384
823	4213	3379
824	4219	3375
825	4224	3370
826	4231	3366
827	4236	3361
828	4241	3356
829	4248	3352
830	4253	3347
831	4258	3342
832	4265	3338
833	4270	3333
834	4275	3328
835	4281	3323
836	4286	3318
837	4291	3313
838	4296	3308
839	4302	3303
840	4308	3299
841	4312	3293
842	4318	3288
843	4323	3283
844	4328	3278
845	4333	3272
846	4337	3267
847	4342	3261
848	4347	3256
849	4352	3251
850	4357	3246
851	4361	3240
852	4367	3235
853	4371	3230
854	4376	3225
855	4381	3219
856	4386	3214
857	4392	3209
858	4397	3204
859	4403	3200
860	4408	3195
861	4413	3190
862	4420	3186
863	4425	3180
864	4430	3175
865	4436	3171
866	4441	3165
867	4447	3161
868	4453	3157
869	4458	3151
870	4463	3146
871	4469	3141
872	4476	3137
873	4481	3132
874	4486	3127
875	4492	3123
876	4497	3118
877	4502	3113
878	4509	3108
879	4514	3103
880	4519	3098
881	4525	3094
882	4531	3089
883	4537	3085
884	4543	3080
885	4548	3075
886	4554	3070
887	4559	3065
888	4565	3060
889	4570	3055
890	4576	3051
891	4581	3046
892	4588	3041
893	4593	3036
894	4598	3031
895	4603	3026
896	4609	3021
897	4614	3016
898	4619	3011
899	4625	3006
900	4630	3001
901	4635	2995
902	4640	2990
903	4645	2985
904	4650	2980
905	4655	2975
906	4661	2970
907	4666	2965
908	4671	2960
909	4677	2955
910	4682	2950
911	4687	2945
912	4692	2940
913	4698	2935
914	4703	2930
915	4709	2925
916	4714	2920
917	4719	2914
918	4724	2909
919	4729	2904
920	4734	2899
921	4739	2894
922	4745	2889
923	4750	2884
924	4755	2878
925	4760	2873
926	4765	2868
927	4770	2863
928	4776	2858
929	4781	2853
930	4786	2848
931	4792	2843
932	4797	2838
933	4802	2833
934	4808	2828
935	4813	2823
936	4818	2818
937	4824	2813
938	4830	2808
939	4836	2803
940	4841	2798
941	4847	2794
942	4853	2789
943	4858	2784
944	4864	2779
945	4870	2774
946	4875	2769
947	4880	2764
948	4885	2759
949	4891	2754
950	4896	2749
951	4902	2744
952	4907	2739
953	4913	2734
954	4918	2729
955	4923	2724
956	4928	2719
957	4934	2714
958	4939	2709
959	4944	2704
960	4949	2698
961	4954	2693
962	4959	2688
963	4964	2683
964	4969	2677
965	4974	2672
966	4979	2667
967	4985	2662
968	4989	2657
969	4994	2651
970	5000	2646
971	5005	2641
972	5010	2636
973	5015	2631
974	5020	2625
975	5025	2620
976	5030	2615
977	5035	2610
978	5040	2605
979	5045	2600
980	5050	2595
981	5055	2589
982	5060	2584
983	5065	2579
984	5070	2574
985	5076	2569
986	5081	2563
987	5086	2558
988	5091	2553
989	5097	2548
990	5102	2543
991	5107	2538
992	5112	2533
993	5117	2527
994	5122	2522
995	5128	2517
996	5136	2514
997	5141	2508
998	5148	2504
999	5153	2499
1000	5158	2494
1001	5164	2489
1002	5170	2484
1003	5176	2480
1004	5182	2475
1005	5187	2470
1006	5193	2465
1007	5200	2460
1008	5205	2455
1009	5211	2451
1010	5216	2445
1011	5222	2441
1012	5228	2435
1013	5234	2431
1014	5240	2426
1015	5247	2422
1016	5255	2418
1017	5260	2413
1018	5267	2409
1019	5273	2404
1020	5281	2400
1021	5288	2395
1022	5295	2391
1023	5301	2386
1024	5306	2381
1025	5313	2377
1026	5319	2372
1027	5324	2367
1028	5329	2361
1029	5335	2356
1030	5340	2351
1031	5345	2346
1032	5350	2341
1033	5355	2336
1034	5360	2330
1035	5365	2325
1036	5371	2320
1037	5376	2315
1038	5381	2310
1039	5387	2305
1040	5392	2299
1041	5397	2294
1042	5402	2289
1043	5407	2284
1044	5412	2279
1045	5417	2273
1046	5423	2268
1047	5428	2263
1048	5433	2258
1049	5438	2253
1050	5443	2247
1051	5449	2243
1052	5454	2237
1053	5459	2232
1054	5465	2227
1055	5469	2222
1056	5474	2216
1057	5480	2211
1058	5485	2206
1059	5490	2201
1060	5496	2196
1061	5501	2191
1062	5506	2185
1063	5511	2180
1064	5516	2175
1065	5521	2170
1066	5526	2165
1067	5531	2159
1068	5536	2154
1069	5541	2149
1070	5547	2144
1071	5552	2139
1072	5557	2134
1073	5565	2129
1074	5570	2124
1075	5575	2119
1076	5582	2114
1077	5587	2109
1078	5593	2104
1079	5599	2099
1080	5605	2094
1081	5610	2089
1082	5616	2084
1083	5621	2079
1084	5627	2074
1085	5632	2069
1086	5638	2064
1087	5644	2059
1088	5651	2055
1089	5657	2050
1090	5662	2045
1091	5669	2040
1092	5674	2035
1093	5680	2030
1094	5687	2025
1095	5693	2020
1096	5699	2015
1097	5705	2010
1098	5710	2005
1099	5717	2001
1100	5723	1996
1101	5728	1991
1102	5735	1986
1103	5741	1981
1104	5747	1976
1105	5752	1971
1106	5758	1966
1107	5763	1961
1108	5768	1955
1109	5774	1950
1110	5779	1945
1111	5783	1940
1112	5789	1935
1113	5794	1929
1114	5799	1924
1115	5805	1919
1116	5810	1914
1117	5815	1908
1118	5820	1903
1119	5825	1898
1120	5830	1893
1121	5835	1888
1122	5841	1882
1123	5846	1877
1124	5851	1872
1125	5856	1867
1126	5861	1861
1127	5866	1856
1128	5871	1851
1129	5876	1846
1130	5881	1841
1131	5887	1835
1132	5892	1830
1133	5897	1825
1134	5902	1820
1135	5907	1814
1136	5912	1809
1137	5918	1804
1138	5923	1799
1139	5929	1794
1140	5935	1789
1141	5940	1784
1142	5944	1778
1143	5950	1773
1144	5955	1768
1145	5960	1763
1146	5965	1757
1147	5970	1752
1148	5975	1747
1149	5980	1742
1150	5985	1736
1151	5990	1731
1152	5995	1726
1153	6001	1721
1154	6006	1716
1155	6011	1710
1156	6016	1705
1157	6021	1700
1158	6026	1695
1159	6031	1689
1160	6036	1684
1161	6041	1679
1162	6047	1674
1163	6052	1669
1164	6057	1663
1165	6062	1658
1166	6067	1653
1167	6072	1647
1168	6077	1642
1169	6083	1637
1170	6088	1632
1171	6092	1627
1172	6098	1622
1173	6103	1616
1174	6108	1611
1175	6115	1606
1176	6120	1601
1177	6125	1596
1178	6131	1591
1179	6136	1586
1180	6141	1580
1181	6147	1575
1182	6151	1570
1183	6157	1565
1184	6163	1560
1185	6168	1555
1186	6172	1549
1187	6178	1544
1188	6183	1539
1189	6188	1534
1190	6193	1528
1191	6198	1523
1192	6203	1518
1193	6208	1513
1194	6213	1507
1195	6218	1502
1196	6223	1497
1197	6229	1492
1198	6234	1487
1199	6239	1481
1200	6245	1476
1201	6250	1471
1202	6255	1466
1203	6260	1461
1204	6265	1455
1205	6270	1450
1206	6276	1445
1207	6281	1440
1208	6286	1435
1209	6291	1429
1210	6296	1424
1211	6301	1419
1212	6306	1414
1213	6311	1408
1214	6316	1403
1215	6321	1398
1216	6326	1393
1217	6331	1387
1218	6336	1382
1219	6341	1377
1220	6346	1372
1221	6351	1367
1222	6356	1361
1223	6361	1356
1224	6366	1351
1225	6371	1346
1226	6377	1340
1227	6381	1335
1228	6386	1330
1229	6392	1325
1230	6397	1320
1231	6403	1314
1232	6408	1309
1233	6412	1304
1234	6417	1299
1235	6422	1293
1236	6427	1288
1237	6432	1283
1238	6438	1278
1239	6443	1273
1240	6447	1267
1241	6453	1262
1242	6458	1257
1243	6463	1252
1244	6468	1246
1245	6473	1241
1246	6478	1236
1247	6483	1231
1248	6490	1226
1249	6495	1221
1250	6500	1215
1251	6505	1210
1252	6510	1205
1253	6515	1200
1254	6521	1195
1255	6525	1189
1256	6531	1184
1257	6536	1179
1258	6541	1174
1259	6546	1169
1260	6551	1163
1261	6556	1158
1262	6562	1153
1263	6567	1148
1264	6572	1143
1265	6577	1137
1266	6582	1132
1267	6587	1127
1268	6592	1122
1269	6597	1116
1270	6603	1111
1271	6607	1106
1272	6614	1101
1273	6619	1096
1274	6625	1091
1275	6631	1086
1276	6636	1080
1277	6641	1075
1278	6646	1070
1279	6651	1065
1280	6657	1060
1281	6662	1055
1282	6667	1049
1283	6672	1044
1284	6677	1039
1285	6682	1034
1286	6686	1028
1287	6691	1023
1288	6696	1018
1289	6701	1012
1290	6706	1007
1291	6711	1002
1292	6716	997
1293	6721	992
1294	6726	986
1295	6731	981
1296	6736	976
1297	6741	971
1298	6746	965
1299	6751	960
1300	6755	955
1301	6760	950
1302	6765	945
1303	6770	939
1304	6775	934
1305	6779	929
1306	6784	923
1307	6789	918
1308	6794	913
1309	6799	908
1310	6803	903
1311	6808	897
1312	6814	892
1313	6819	887
1314	6825	882
1315	6829	877
1316	6834	871
1317	6839	866
1318	6845	861
1319	6850	856
1320	6856	851
1321	6860	845
1322	6865	840
1323	6870	835
1324	6874	830
1325	6879	824
1326	6884	819
1327	6889	814
1328	6893	809
1329	6898	804
1330	6904	798
1331	6908	793
1332	6913	788
1333	6918	783
1334	6923	777
1335	6928	772
1336	6933	767
1337	6938	762
1338	6943	757
1339	6947	751
1340	6952	746
1341	6957	741
1342	6964	736
1343	6969	731
1344	6974	725
1345	6980	720
1346	6985	715
1347	6990	710
1348	6996	705
1349	7002	700
1350	7007	695
1351	7013	689
1352	7019	684
1353	7024	679
1354	7029	674
1355	7035	669
1356	7040	664
1357	7045	658
1358	7051	653
1359	7057	648
1360	7062	643
1361	7068	638
1362	7074	633
1363	7079	627
1364	7084	622
1365	7090	617
1366	7095	612
1367	7100	607
1368	7106	602
1369	7111	596
1370	7116	591
1371	7122	586
1372	7126	581
1373	7133	576
1374	7138	571
1375	7144	565
1376	7149	560
1377	7154	555
1378	7159	550
1379	7164	545
1380	7169	539
1381	7174	534
1382	7178	529
1383	7183	524
1384	7188	519
1385	7192	513
1386	7197	508
1387	7202	503
1388	7207	498
1389	7213	492
1390	7218	487
1391	7222	482
1392	7228	477
1393	7232	472
1394	7237	466
1395	7242	461
1396	7247	456
1397	7252	451
1398	7256	446
1399	7262	440
1400	7267	435
1401	7272	430
1402	7277	425
1403	7282	420
1404	7286	414
1405	7291	409
1406	7296	404
1407	7301	399
1408	7305	394
1409	7310	388
1410	7315	383
1411	7320	378
1412	7324	373
1413	7329	368
1414	7334	362
1415	7339	357
1416	7344	352
1417	7348	347
1418	7353	342
1419	7358	336
1420	7363	331
1421	7368	326
1422	7374	321
1423	7378	316
1424	7384	310
1425	7388	305
1426	7393	300
1427	7398	295
1428	7403	290
1429	7409	284
1430	7414	279
1431	7419	274
1432	7424	269
1433	7429	264
1434	7434	259
1435	7439	253
1436	7444	248
1437	7449	243
1438	7454	238
1439	7459	233
1440	7463	227
1441	7468	222
1442	7473	217
1443	7478	212
1444	7483	207
1445	7487	201
1446	7492	196
1447	7497	191
1448	7501	186
1449	7506	181
1450	7511	176
1451	7516	170
1452	7521	165
1453	7526	160
1454	7530	155
1455	7535	150
1456	7540	144
1457	7545	139
1458	7550	134
1459	7555	129
1460	7560	124
1461	7564	119
1462	7569	113
1463	7574	108
1464	7579	103
1465	7584	98
1466	7588	93
1467	7593	87
1468	7598	82
1469	7603	77
1470	7608	72
1471	7613	67
1472	7618	62
1473	7622	56
1474	7627	51
1475	7632	46
1476	7637	41
1477	7641	36
1478	7646	31
1479	7652	25
1480	7657	20
1481	7661	15
1482	7666	10
1483	7671	5
1484	7676	0
